objid,redshift,plate,mjd,fiberid,class
1237648722293751915,0.125448,271,51883,602,GALAXY
1237648721756750068,0.095247,271,51883,594,GALAXY
1237648721756815492,0.09463,271,51883,593,GALAXY
1237648721756881117,0.071534,271,51883,587,GALAXY
1237648721756880949,0.021482,271,51883,583,GALAXY
1237648721756750022,0.096652,271,51883,556,GALAXY
1237648721756750035,0.064045,271,51883,550,GALAXY
1237648722293424272,0.146897,271,51883,534,GALAXY
1237648721756619018,0.095638,271,51883,510,GALAXY
1237648721756618976,0.095557,271,51883,509,GALAXY
1237648721756553394,0.266195,271,51883,501,GALAXY
1237651271886307541,0.073619,442,51882,108,GALAXY
1237651252558430431,0.096342,442,51882,110,GALAXY
1237651252558495954,0.072845,442,51882,112,GALAXY
1237651271886241902,0.200222,442,51882,118,GALAXY
1237648721219289303,0.142797,271,51883,319,GALAXY
1237648720682483855,0.123496,271,51883,308,GALAXY
1237648721219354769,0.059239,271,51883,275,GALAXY
1237648721219354782,0.145342,271,51883,266,GALAXY
1237648721219354811,0.059914,271,51883,265,GALAXY
1237651252558430386,0.162751,442,51882,119,GALAXY
1237651271886110912,0.078742,442,51882,150,GALAXY
1237651272423375009,0.113149,442,51882,547,GALAXY
1237648721219682357,0.092288,271,51883,155,GALAXY
1237648722298273883,0.123227,277,51908,526,GALAXY
1237648721224466646,0.065429,277,51908,491,GALAXY
1237648722298142863,0.087338,277,51908,473,GALAXY
1237648721761271932,0.231701,277,51908,472,GALAXY
1237648721224401129,0.095511,277,51908,466,GALAXY
1237648675034759209,0.094916,277,51908,460,GALAXY
1237648722835013713,0.123272,277,51908,450,GALAXY
1237648722297815193,0.10228,277,51908,396,GALAXY
1237648722834686147,0.148681,277,51908,380,GALAXY
1237648722297815179,0.102763,277,51908,378,GALAXY
1237648722834686089,0.041265,277,51908,373,GALAXY
1237648721224073448,0.076512,277,51908,280,GALAXY
1237648720150331636,0.092232,277,51908,260,GALAXY
1237648720150396962,0.185779,277,51908,244,GALAXY
1237648720687530082,0.082485,277,51908,184,GALAXY
1237648721224466626,0.037903,277,51908,178,GALAXY
1237648721224466631,0.069871,277,51908,174,GALAXY
1237648720687595640,0.083138,277,51908,168,GALAXY
1237648720687726793,0.083149,277,51908,114,GALAXY
1237648703495667946,0.082974,277,51908,109,GALAXY
1237648720687661204,0.084004,277,51908,107,GALAXY
1237648703495667981,0.270684,277,51908,105,GALAXY
1237648720687661218,0.084067,277,51908,104,GALAXY
1237648720687661219,0.083872,277,51908,103,GALAXY
1237648720150724790,0.08434,277,51908,93,GALAXY
1237648720150724815,0.073761,277,51908,91,GALAXY
1237648720687792312,0.043642,277,51908,79,GALAXY
1237648720687792292,0.065091,277,51908,73,GALAXY
1237648721224663257,0.083791,277,51908,72,GALAXY
1237648720687792303,0.064934,277,51908,68,GALAXY
1237648720687792393,0.092262,277,51908,63,GALAXY
1237648720150790397,0.028643,277,51908,49,GALAXY
1237648720687923331,0.112717,277,51908,40,GALAXY
1237648721224859740,0.066825,277,51908,37,GALAXY
1237648721224859857,0.071262,277,51908,33,GALAXY
1237648720687923340,0.112332,277,51908,28,GALAXY
1237648720151052419,0.046161,277,51908,17,GALAXY
1237648720150987033,0.073487,277,51908,9,GALAXY
1237648720151052437,0.033311,277,51908,3,GALAXY
1237648721760944202,0.135309,276,51909,635,GALAXY
1237648722297815045,0.039463,276,51909,629,GALAXY
1237649920039780625,0.053644,421,51821,112,GALAXY
1237648721252516259,0.204997,312,51689,598,GALAXY
1237648721252581744,0.116094,312,51689,594,GALAXY
1237648705671070013,0.114682,312,51689,579,GALAXY
1237648705671069987,0.115112,312,51689,578,GALAXY
1237648704596672789,0.153565,311,51665,75,GALAXY
1237648704059867388,0.145999,311,51665,69,GALAXY
1237648703522931010,0.14573,311,51665,60,GALAXY
1237649919507366095,0.119288,429,51820,223,GALAXY
1237649919507366104,0.062839,429,51820,228,GALAXY
1237648703522930850,0.054913,311,51665,59,GALAXY
1237648703522931061,0.099392,311,51665,55,GALAXY
1237648704596869541,0.234409,311,51665,40,GALAXY
1237648704596803863,0.11742,311,51665,37,GALAXY
1237648704059998605,0.081244,311,51665,35,GALAXY
1237648721251991736,0.11974,311,51665,32,GALAXY
1237650762930258075,0.174289,334,51993,367,GALAXY
1237650762930389216,0.173549,334,51993,362,GALAXY
1237650762930389142,0.029402,334,51993,361,GALAXY
1237650761856450700,0.082904,334,51993,349,GALAXY
1237650762393321596,0.140776,334,51993,348,GALAXY
1237650371558441076,0.064873,334,51993,331,GALAXY
1237650762930126957,0.065091,334,51993,325,GALAXY
1237650372095377593,0.183463,334,51993,321,GALAXY
1237650760782643220,0.066177,334,51993,298,GALAXY
1237650760782708872,0.080328,334,51993,296,GALAXY
1237650369410957466,0.140428,334,51993,295,GALAXY
1237650760245838039,0.178861,334,51993,290,GALAXY
1237650370484699263,0.120279,334,51993,271,GALAXY
1237650761319579912,0.024769,334,51993,265,GALAXY
1237650760782643338,0.089231,334,51993,263,GALAXY
1237650761319514266,0.113109,334,51993,261,GALAXY
1237650369411023030,0.180279,334,51993,259,GALAXY
1237650369411023073,0.025137,334,51993,257,GALAXY
1237650760245903486,0.077993,334,51993,254,GALAXY
1237650760245903534,0.114642,334,51993,249,GALAXY
1237650760245903475,0.113839,334,51993,245,GALAXY
1237650760245903494,0.080655,334,51993,241,GALAXY
1237650761319645388,0.196151,334,51993,223,GALAXY
1237650369411154091,0.074179,334,51993,220,GALAXY
1237650760782905596,0.165346,334,51993,218,GALAXY
1237650369411154218,0.074296,334,51993,212,GALAXY
1237650369411154096,0.066221,334,51993,208,GALAXY
1237650369411219631,0.080618,334,51993,204,GALAXY
1237650369411154090,0.164113,334,51993,202,GALAXY
1237650370484895901,0.093574,334,51993,199,GALAXY
1237650761319710932,0.059713,334,51993,193,GALAXY
1237650369948024914,0.093637,334,51993,191,GALAXY
1237648702985404606,0.071702,311,51665,287,GALAXY
1237648705132888080,0.217867,310,51990,550,GALAXY
1237648705132888252,0.03511,310,51990,549,GALAXY
1237648721788010519,0.032898,310,51990,546,GALAXY
1237648721787879803,0.186389,310,51990,518,GALAXY
1237648705132757209,0.224543,310,51990,510,GALAXY
1237648721787748526,0.07871,310,51990,498,GALAXY
1237648705132560661,0.162445,310,51990,496,GALAXY
1237648721787748511,0.070005,310,51990,491,GALAXY
1237648705132560836,0.022513,310,51990,489,GALAXY
1237648704595558511,0.086066,310,51990,475,GALAXY
1237648721787552057,0.085579,310,51990,473,GALAXY
1237648704595624225,0.087295,310,51990,472,GALAXY
1237648705132495223,0.040645,310,51990,471,GALAXY
1237648705669497043,0.117125,310,51990,456,GALAXY
1237651191353311404,0.10078,437,51876,564,GALAXY
1237651190817030377,0.060303,439,51877,155,GALAXY
1237648704058753389,0.182087,310,51990,197,GALAXY
1237648704595689855,0.071465,310,51990,192,GALAXY
1237648704595755412,0.235007,310,51990,191,GALAXY
1237648704058818827,0.236579,310,51990,188,GALAXY
1237648721251074419,0.143769,310,51990,177,GALAXY
1237648721250943242,0.088414,310,51990,175,GALAXY
1237648721250943231,0.054636,310,51990,171,GALAXY
1237648704058950060,0.236525,310,51990,169,GALAXY
1237648720145678659,0.061718,271,51883,138,GALAXY
1237648720145678479,0.098447,271,51883,122,GALAXY
1237648720682877095,0.175976,271,51883,116,GALAXY
1237648721219748086,0.201113,271,51883,113,GALAXY
1237648720682877064,0.138976,271,51883,112,GALAXY
1237648720682877077,0.093616,271,51883,111,GALAXY
1237648720682877086,0.09257,271,51883,107,GALAXY
1237648720682877113,0.092342,271,51883,102,GALAXY
1237648720145940743,0.094672,271,51883,49,GALAXY
1237648720145940622,0.094921,271,51883,45,GALAXY
1237648721220010158,0.071839,271,51883,40,GALAXY
1237648721220010034,0.125497,271,51883,39,GALAXY
1237648721220010121,0.078703,271,51883,34,GALAXY
1237648720683073575,0.061585,271,51883,30,GALAXY
1237648720683204735,0.098331,271,51883,22,GALAXY
1237651250975015113,0.159293,618,52049,21,GALAXY
1237651250975080627,0.066935,618,52049,23,GALAXY
1237651251511951599,0.036945,618,52049,32,GALAXY
1237651251511951475,0.03718,618,52049,34,GALAXY
1237651251511886064,0.046327,618,52049,47,GALAXY
1237651251511754996,0.146418,618,52049,49,GALAXY
1237651252048691483,0.227568,618,52049,56,GALAXY
1237651250974949505,0.070041,618,52049,72,GALAXY
1237651251511623727,0.156096,618,52049,98,GALAXY
1237651251511623882,0.081514,618,52049,99,GALAXY
1237651249901404308,0.065685,618,52049,104,GALAXY
1237651251511623927,0.066219,618,52049,132,GALAXY
1237651250974621881,0.066451,618,52049,144,GALAXY
1237651250974621913,0.105901,618,52049,157,GALAXY
1237651250437947633,0.149082,618,52049,191,GALAXY
1237651250437947598,0.149845,618,52049,199,GALAXY
1237651250437947603,0.14868,618,52049,225,GALAXY
1237651249901207718,0.066045,618,52049,226,GALAXY
1237651250437947652,0.148537,618,52049,232,GALAXY
1237651252584841426,0.067199,618,52049,382,GALAXY
1237651252048167079,0.14257,618,52049,396,GALAXY
1237651252048232604,0.136481,618,52049,400,GALAXY
1237651251511492891,0.04915,618,52049,417,GALAXY
1237651252048232700,0.085567,618,52049,421,GALAXY
1237651252584972449,0.047669,618,52049,422,GALAXY
1237651252048232577,0.06611,618,52049,433,GALAXY
1237651252048232634,0.066206,618,52049,435,GALAXY
1237651252048298136,0.064012,618,52049,436,GALAXY
1237651251511492923,0.047953,618,52049,442,GALAXY
1237651251511558417,0.048084,618,52049,446,GALAXY
1237651251511558444,0.123003,618,52049,451,GALAXY
1237651251511558189,0.065597,618,52049,452,GALAXY
1237648720146137257,0.083792,271,51883,17,GALAXY
1237648720146071789,0.084946,271,51883,12,GALAXY
1237648720146137269,0.083862,271,51883,7,GALAXY
1237648720146202879,0.052761,271,51883,3,GALAXY
1237648720146137229,0.052557,271,51883,2,GALAXY
1237648721219354638,0.142485,270,51909,639,GALAXY
1237648705137934393,0.054978,342,51691,632,GALAXY
1237648704600735996,0.03234,342,51691,600,GALAXY
1237648674529346025,0.113456,342,51691,597,GALAXY
1237650760789131493,0.136412,341,51690,17,GALAXY
1237650761853370550,0.178895,330,52370,591,GALAXY
1237648720693297360,0.162184,284,51943,116,GALAXY
1237648720156229810,0.180014,284,51943,94,GALAXY
1237648722294276350,0.17682,273,51957,336,GALAXY
1237648722294341786,0.090106,273,51957,324,GALAXY
1237648722294341804,0.178091,273,51957,323,GALAXY
1237648721757077638,0.096318,272,51941,471,GALAXY
1237648721757077650,0.13724,272,51941,467,GALAXY
1237648722294014152,0.093202,272,51941,457,GALAXY
1237648722830884909,0.021704,272,51941,455,GALAXY
1237648720146530430,0.035058,272,51941,81,GALAXY
1237648720146464790,0.155,272,51941,125,GALAXY
1237648721220534469,0.110113,272,51941,112,GALAXY
1237650372092493959,0.082162,331,52368,363,GALAXY
1237650762390372484,0.018838,331,52368,400,GALAXY
1237650371555623225,0.219555,331,52368,411,GALAXY
1237650372092494012,0.120108,331,52368,414,GALAXY
1237650762927374450,0.156913,331,52368,417,GALAXY
1237650762927374623,0.052432,331,52368,420,GALAXY
1237650762390438044,0.126734,331,52368,426,GALAXY
1237650762390438022,0.166995,331,52368,428,GALAXY
1237650371018686652,0.08738,331,52368,431,GALAXY
1237650762390438030,0.165415,331,52368,432,GALAXY
1237650371018752155,0.01855,331,52368,433,GALAXY
1237650762390503609,0.130754,331,52368,436,GALAXY
1237650371018686656,0.087723,331,52368,439,GALAXY
1237650762390569089,0.146767,331,52368,463,GALAXY
1237650762390503730,0.020808,331,52368,465,GALAXY
1237650762390503627,0.147659,331,52368,468,GALAXY
1237650762390503637,0.147532,331,52368,470,GALAXY
1237650761853632696,0.079552,331,52368,471,GALAXY
1237650371018752254,0.213928,331,52368,473,GALAXY
1237650762390569258,0.144806,331,52368,482,GALAXY
1237650762390569127,0.165801,331,52368,483,GALAXY
1237650761853698229,0.086518,331,52368,496,GALAXY
1237650762390569116,0.146261,331,52368,497,GALAXY
1237648721255530763,0.078043,342,51691,225,GALAXY
1237648704063406732,0.089105,342,51691,226,GALAXY
1237648704600277194,0.110035,342,51691,235,GALAXY
1237648720718529014,0.054855,342,51691,240,GALAXY
1237648703526601109,0.023996,342,51691,242,GALAXY
1237648703526535477,0.18295,342,51691,244,GALAXY
1237648720718528920,0.160187,342,51691,264,GALAXY
1237648721255399903,0.078327,342,51691,272,GALAXY
1237648704063406504,0.07736,342,51691,277,GALAXY
1237648703526535225,0.224665,342,51691,297,GALAXY
1237650372092428519,0.020507,331,52368,362,GALAXY
1237650371018555474,0.020733,331,52368,357,GALAXY
1237650762390241526,0.021482,331,52368,342,GALAXY
1237650762927243376,0.081662,331,52368,334,GALAXY
1237650372092362884,0.1472,331,52368,330,GALAXY
1237650372092362799,0.146165,331,52368,329,GALAXY
1237650370481684643,0.080832,331,52368,313,GALAXY
1237650370481684635,0.081284,331,52368,306,GALAXY
1237650760779694128,0.268089,331,52368,293,GALAXY
1237650760242888779,0.107576,331,52368,289,GALAXY
1237650370481750163,0.081691,331,52368,273,GALAXY
1237648721754915039,0.067181,269,51910,436,GALAXY
1237648721754915029,0.088231,269,51910,433,GALAXY
1237650371561521459,0.016427,337,51997,506,GALAXY
1237650371024650281,0.085459,337,51997,507,GALAXY
1237650371024584868,0.10869,337,51997,510,GALAXY
1237650371024584744,0.069624,337,51997,513,GALAXY
1237650761859465400,0.085986,337,51997,516,GALAXY
1237650761859530964,0.114721,337,51997,517,GALAXY
1237650371024584851,0.071069,337,51997,518,GALAXY
1237650371024650438,0.047369,337,51997,519,GALAXY
1237650760776941690,0.022872,327,52294,258,GALAXY
1237650369942257823,0.143174,327,52294,191,GALAXY
1237650761313878156,0.051897,327,52294,188,GALAXY
1237650370479063245,0.072584,327,52294,187,GALAXY
1237650369942323310,0.149762,327,52294,169,GALAXY
1237650369942323332,0.148153,327,52294,166,GALAXY
1237650371561390201,0.081145,337,51997,522,GALAXY
1237650762933141582,0.082694,337,51997,526,GALAXY
1237650762933207221,0.120674,337,51997,535,GALAXY
1237648704054821059,0.104351,306,51637,315,GALAXY
1237648704054820890,0.126836,306,51637,310,GALAXY
1237648720709877985,0.073173,306,51637,308,GALAXY
1237648704054821023,0.160044,306,51637,306,GALAXY
1237648722320490869,0.126247,305,51613,557,GALAXY
1237648705665368392,0.127219,305,51613,555,GALAXY
1237648705665368137,0.031821,305,51613,552,GALAXY
1237648722320425297,0.084462,305,51613,506,GALAXY
1237648722320359664,0.158142,305,51613,504,GALAXY
1237648705665237167,0.158232,305,51613,503,GALAXY
1237648704591691961,0.149365,305,51613,477,GALAXY
1237648721783685384,0.128013,305,51613,470,GALAXY
1237648705128497488,0.190737,305,51613,454,GALAXY
1237648721783554335,0.131045,305,51613,452,GALAXY
1237648704591626407,0.054333,305,51613,451,GALAXY
1237648705128497334,0.203659,305,51613,450,GALAXY
1237648722320425291,0.085347,305,51613,447,GALAXY
1237648705128431644,0.084483,305,51613,442,GALAXY
1237648705128366394,0.12617,305,51613,418,GALAXY
1237648721783488755,0.134552,305,51613,413,GALAXY
1237648705128366372,0.108359,305,51613,410,GALAXY
1237648705128366357,0.133372,305,51613,408,GALAXY
1237648722320425253,0.126421,305,51613,407,GALAXY
1237648721783554311,0.133441,305,51613,406,GALAXY
1237648721783554286,0.084555,305,51613,404,GALAXY
1237648721783554249,0.134331,305,51613,402,GALAXY
1237648722320359620,0.159178,305,51613,386,GALAXY
1237648704591364345,0.150658,305,51613,378,GALAXY
1237648721783423142,0.103165,305,51613,377,GALAXY
1237648722320228648,0.094859,305,51613,376,GALAXY
1237648722320228640,0.159896,305,51613,372,GALAXY
1237648704591364326,0.167305,305,51613,370,GALAXY
1237648705128235252,0.159443,305,51613,368,GALAXY
1237648705128235119,0.123835,305,51613,367,GALAXY
1237648704591429977,0.13101,305,51613,366,GALAXY
1237648705128235259,0.103036,305,51613,364,GALAXY
1237648721783488728,0.134332,305,51613,363,GALAXY
1237648722320163108,0.145822,305,51613,338,GALAXY
1237650370481750272,0.082588,331,52368,272,GALAXY
1237650369944813921,0.082792,331,52368,269,GALAXY
1237650761316630665,0.080837,331,52368,267,GALAXY
1237650370481684648,0.166408,331,52368,263,GALAXY
1237650760779825454,0.081143,331,52368,258,GALAXY
1237650760242954302,0.210742,331,52368,248,GALAXY
1237650760242954386,0.069445,331,52368,242,GALAXY
1237650369944944836,0.108256,331,52368,234,GALAXY
1237650370481946748,0.187672,331,52368,232,GALAXY
1237650761853567183,0.10288,331,52368,223,GALAXY
1237650369945075780,0.064267,331,52368,222,GALAXY
1237650760243085642,0.107705,331,52368,219,GALAXY
1237650369408139460,0.046273,331,52368,214,GALAXY
1237650369408204875,0.046102,331,52368,211,GALAXY
1237650369408139421,0.019297,331,52368,210,GALAXY
1237650369408139534,0.019779,331,52368,207,GALAXY
1237650370481946792,0.064022,331,52368,192,GALAXY
1237650371018686677,0.16502,330,52370,625,GALAXY
1237650761853567164,0.102935,330,52370,621,GALAXY
1237650372092297404,0.187693,330,52370,616,GALAXY
1237650762927112378,0.06469,330,52370,614,GALAXY
1237650371555492037,0.273472,330,52370,611,GALAXY
1237650761853501526,0.020118,330,52370,597,GALAXY
1237650371018555539,0.083104,330,52370,585,GALAXY
1237650371555098850,0.136717,330,52370,547,GALAXY
1237650371555098866,0.137965,330,52370,541,GALAXY
1237650762926850249,0.125709,330,52370,532,GALAXY
1237650762926850245,0.162028,330,52370,531,GALAXY
1237650372091969697,0.077048,330,52370,522,GALAXY
1237650761853042834,0.081071,330,52370,519,GALAXY
1237650371018162295,0.176973,330,52370,518,GALAXY
1237650761853108409,0.081317,330,52370,514,GALAXY
1237650370481356963,0.130271,330,52370,512,GALAXY
1237650371555033225,0.16429,330,52370,509,GALAXY
1237650371555098732,0.1368,330,52370,504,GALAXY
1237650762389913708,0.14529,330,52370,502,GALAXY
1237650762389913723,0.101963,330,52370,501,GALAXY
1237650761852977222,0.082212,330,52370,500,GALAXY
1237650762389848236,0.077476,330,52370,498,GALAXY
1237650761852977245,0.07836,330,52370,496,GALAXY
1237650762389848186,0.102217,330,52370,494,GALAXY
1237650762389913686,0.075913,330,52370,489,GALAXY
1237650371554967827,0.134234,330,52370,464,GALAXY
1237650371554967762,0.131581,330,52370,461,GALAXY
1237650372091904146,0.178562,330,52370,459,GALAXY
1237650762926784652,0.278142,330,52370,458,GALAXY
1237650372091904121,0.083271,330,52370,457,GALAXY
1237650372091904124,0.136185,330,52370,456,GALAXY
1237650762926784573,0.127195,330,52370,454,GALAXY
1237650762926850060,0.082338,330,52370,448,GALAXY
1237650762926850223,0.16328,330,52370,445,GALAXY
1237650762926784543,0.076931,330,52370,441,GALAXY
1237650371554967822,0.134628,330,52370,420,GALAXY
1237650371554967852,0.13381,330,52370,416,GALAXY
1237650371554967837,0.13837,330,52370,415,GALAXY
1237650371554967815,0.132688,330,52370,414,GALAXY
1237650761316106336,0.157073,330,52370,174,GALAXY
1237650369944354922,0.135553,330,52370,166,GALAXY
1237650370481291476,0.137106,330,52370,160,GALAXY
1237650761316106365,0.13486,330,52370,158,GALAXY
1237650370481291474,0.10077,330,52370,157,GALAXY
1237650370481291453,0.178499,330,52370,154,GALAXY
1237650370481225885,0.244646,330,52370,151,GALAXY
1237650761316171872,0.090383,330,52370,148,GALAXY
1237650369944354960,0.077531,330,52370,146,GALAXY
1237650369944420487,0.215624,330,52370,145,GALAXY
1237650369944420480,0.198421,330,52370,143,GALAXY
1237650760779300999,0.098781,330,52370,137,GALAXY
1237650369407484055,0.098655,330,52370,136,GALAXY
1237650369407483937,0.145259,330,52370,135,GALAXY
1237650369407549561,0.13735,330,52370,128,GALAXY
1237650369407484121,0.26058,330,52370,126,GALAXY
1237650760242364544,0.094672,330,52370,123,GALAXY
1237650760242430094,0.095367,330,52370,121,GALAXY
1237650369407615141,0.150227,330,52370,100,GALAXY
1237650369407549585,0.135374,330,52370,98,GALAXY
1237650369407549598,0.134848,330,52370,94,GALAXY
1237650760779366556,0.135525,330,52370,93,GALAXY
1237650760779366532,0.135889,330,52370,92,GALAXY
1237650369407615002,0.087922,330,52370,91,GALAXY
1237650369407615150,0.095952,330,52370,89,GALAXY
1237650369407549682,0.136392,330,52370,88,GALAXY
1237650369407615147,0.108011,330,52370,87,GALAXY
1237650760242495653,0.063467,330,52370,86,GALAXY
1237650760242495698,0.107724,330,52370,85,GALAXY
1237650760242495539,0.132371,330,52370,84,GALAXY
1237650370481750252,0.07897,330,52370,39,GALAXY
1237650370481750165,0.077661,330,52370,35,GALAXY
1237650370481815825,0.211738,330,52370,31,GALAXY
1237650761316565059,0.108249,330,52370,26,GALAXY
1237650369407942874,0.133577,330,52370,16,GALAXY
1237648721791484233,0.152678,315,51663,480,GALAXY
1237648705136427413,0.071781,315,51663,467,GALAXY
1237648704599032381,0.203551,315,51663,392,GALAXY
1237648721791025478,0.154863,315,51663,358,GALAXY
1237648705135771804,0.036564,315,51663,352,GALAXY
1237648705135772226,0.142149,315,51663,347,GALAXY
1237648705135837572,0.103255,315,51663,344,GALAXY
1237648720717283744,0.222774,315,51663,314,GALAXY
1237648721254088988,0.141259,315,51663,313,GALAXY
1237648704062095652,0.165,315,51663,312,GALAXY
1237648704599032082,0.101694,315,51663,307,GALAXY
1237648721254154637,0.067713,315,51663,301,GALAXY
1237648703525159494,0.153014,315,51663,299,GALAXY
1237648703525159452,0.159572,315,51663,294,GALAXY
1237648721254613271,0.121461,315,51663,240,GALAXY
1237648704599490717,0.092015,315,51663,235,GALAXY
1237648721254613064,0.078649,315,51663,234,GALAXY
1237648720717742205,0.078324,315,51663,228,GALAXY
1237648720717742498,0.039101,315,51663,223,GALAXY
1237648720717808025,0.078483,315,51663,197,GALAXY
1237648703525814811,0.038931,315,51663,193,GALAXY
1237648720717808059,0.078152,315,51663,185,GALAXY
1237648721254678836,0.095217,315,51663,183,GALAXY
1237648704062685310,0.298883,315,51663,181,GALAXY
1237648722319114500,0.097064,304,51609,353,GALAXY
1237648705664057604,0.267107,304,51609,351,GALAXY
1237648704590184634,0.025743,304,51609,339,GALAXY
1237648721245503663,0.077388,304,51609,337,GALAXY
1237648704590053657,0.126959,304,51609,334,GALAXY
1237648721245503722,0.180991,304,51609,332,GALAXY
1237648721245569193,0.12406,304,51609,330,GALAXY
1237648721245503521,0.047508,304,51609,322,GALAXY
1237648721782440176,0.125316,304,51609,321,GALAXY
1237648721245503652,0.13656,304,51609,260,GALAXY
1237648720708632906,0.139758,304,51609,249,GALAXY
1237648720708632903,0.142555,304,51609,245,GALAXY
1237648720708698453,0.127735,304,51609,242,GALAXY
1237648705664188663,0.120142,303,51615,526,GALAXY
1237648705664188686,0.185155,303,51615,525,GALAXY
1237648705664188643,0.187534,303,51615,524,GALAXY
1237648721245569219,0.142337,303,51615,499,GALAXY
1237648721782440168,0.124654,303,51615,498,GALAXY
1237648721782440250,0.125848,303,51615,497,GALAXY
1237648721245569203,0.124004,303,51615,493,GALAXY
1237648721782440213,0.126199,303,51615,485,GALAXY
1237648721782505701,0.126188,303,51615,483,GALAXY
1237648721245503664,0.136382,303,51615,479,GALAXY
1237648721245503750,0.167635,303,51615,478,GALAXY
1237648721245503520,0.047413,303,51615,474,GALAXY
1237648721782440107,0.077058,303,51615,469,GALAXY
1237648722319180040,0.114301,303,51615,460,GALAXY
1237648722319180021,0.114323,303,51615,456,GALAXY
1237648722319245503,0.077218,303,51615,455,GALAXY
1237648722319180012,0.113811,303,51615,454,GALAXY
1237648705664057459,0.106427,303,51615,453,GALAXY
1237648705664057430,0.12347,303,51615,448,GALAXY
1237648705664123020,0.122557,303,51615,445,GALAXY
1237648721245438199,0.18007,303,51615,436,GALAXY
1237648705663860969,0.052877,303,51615,420,GALAXY
1237648705663926418,0.053585,303,51615,418,GALAXY
1237648705663926486,0.123184,303,51615,404,GALAXY
1237648704053051635,0.13874,303,51615,320,GALAXY
1237648704053248145,0.115973,303,51615,317,GALAXY
1237648721245241488,0.080634,303,51615,312,GALAXY
1237648704053248148,0.13814,303,51615,306,GALAXY
1237648703516311814,0.025591,303,51615,304,GALAXY
1237648702979375244,0.024167,303,51615,281,GALAXY
1237648721245307021,0.160696,303,51615,280,GALAXY
1237648720708501714,0.120637,303,51615,279,GALAXY
1237648704053379263,0.140343,303,51615,273,GALAXY
1237648704053379257,0.12901,303,51615,271,GALAXY
1237648704053379280,0.126068,303,51615,266,GALAXY
1237648703516442647,0.187264,303,51615,264,GALAXY
1237648703516377211,0.186617,303,51615,260,GALAXY
1237648703516377183,0.026078,303,51615,256,GALAXY
1237648703516311675,0.026008,303,51615,255,GALAXY
1237648703516377170,0.118784,303,51615,251,GALAXY
1237648703516377341,0.186499,303,51615,246,GALAXY
1237648703516311876,0.054416,303,51615,245,GALAXY
1237648704053444760,0.139398,303,51615,240,GALAXY
1237648720708567242,0.121452,303,51615,229,GALAXY
1237648704053379405,0.139797,303,51615,227,GALAXY
1237648720708567069,0.135942,303,51615,225,GALAXY
1237648703516508292,0.122066,303,51615,220,GALAXY
1237648720171630831,0.119805,303,51615,219,GALAXY
1237648720171630656,0.116094,303,51615,217,GALAXY
1237648703516442950,0.126382,303,51615,214,GALAXY
1237648703516443001,0.187312,303,51615,204,GALAXY
1237648720171565108,0.025772,303,51615,201,GALAXY
1237648720708632826,0.141106,303,51615,194,GALAXY
1237648720708632847,0.08702,303,51615,193,GALAXY
1237648703516639421,0.148253,303,51615,188,GALAXY
1237648720708632893,0.083141,303,51615,187,GALAXY
1237648720708632922,0.14428,303,51615,169,GALAXY
1237648721245569396,0.181419,303,51615,155,GALAXY
1237648720708698443,0.126473,303,51615,148,GALAXY
1237648720708698419,0.127044,303,51615,144,GALAXY
1237648704053575920,0.184538,303,51615,118,GALAXY
1237648703516704961,0.127685,303,51615,114,GALAXY
1237648703516704931,0.148405,303,51615,99,GALAXY
1237648703516704805,0.125377,303,51615,92,GALAXY
1237648704590053633,0.127362,302,51688,633,GALAXY
1237648705126924526,0.105425,302,51688,629,GALAXY
1237648704590053626,0.127521,302,51688,624,GALAXY
1237648704590053599,0.05392,302,51688,623,GALAXY
1237648722318852290,0.175449,302,51688,615,GALAXY
1237648704589988044,0.052948,302,51688,597,GALAXY
1237648704589988084,0.114162,302,51688,595,GALAXY
1237648721781981470,0.146493,302,51688,594,GALAXY
1237648721245175827,0.131039,302,51688,588,GALAXY
1237648705126858988,0.144712,302,51688,587,GALAXY
1237648705126858837,0.147114,302,51688,583,GALAXY
1237648721782046733,0.261922,302,51688,582,GALAXY
1237648705126793502,0.135068,302,51688,552,GALAXY
1237648705126793488,0.104963,302,51688,541,GALAXY
1237648704053051658,0.054651,302,51688,71,GALAXY
1237648703516180735,0.139968,302,51688,68,GALAXY
1237648703516246328,0.136839,302,51688,64,GALAXY
1237648703516246285,0.116765,302,51688,61,GALAXY
1237648721245241474,0.017457,302,51688,40,GALAXY
1237648721245241497,0.12855,302,51688,37,GALAXY
1237648704053117156,0.146576,302,51688,36,GALAXY
1237648703516311814,0.025025,302,51688,35,GALAXY
1237648704053248083,0.138986,302,51688,34,GALAXY
1237648721245241425,0.272843,302,51688,33,GALAXY
1237648703516246346,0.117556,302,51688,27,GALAXY
1237648720708305172,0.024918,302,51688,25,GALAXY
1237648704053117153,0.047833,302,51688,21,GALAXY
1237648720171368654,0.127388,302,51688,8,GALAXY
1237648720171368627,0.17325,302,51688,7,GALAXY
1237648722304499908,0.139822,286,51999,322,GALAXY
1237648721230692538,0.108973,286,51999,316,GALAXY
1237648722304499918,0.139797,285,51930,526,GALAXY
1237648722841305234,0.20042,285,51930,523,GALAXY
1237648721767629013,0.020658,285,51930,516,GALAXY
1237648721767628992,0.086566,285,51930,514,GALAXY
1237648721767629004,0.077403,285,51930,512,GALAXY
