objid,redshift,plate,mjd,fiberid,class
1237649963532419204,0.115606,463,51908,538,GALAXY
1237649963532353674,0.111835,463,51908,540,GALAXY
1237649962995548461,0.132195,463,51908,542,GALAXY
1237649962995548422,0.165673,463,51908,545,GALAXY
1237649962995548366,0.16377,463,51908,547,GALAXY
1237649962995548449,0.113604,463,51908,548,GALAXY
1237649962458611840,0.192629,463,51908,552,GALAXY
1237649962458677410,0.065103,463,51908,553,GALAXY
1237649928633385046,0.120776,463,51908,554,GALAXY
1237648720677503184,0.070877,474,52000,26,GALAXY
1237648720677437691,0.150388,474,52000,28,GALAXY
1237648720677437689,0.149708,474,52000,38,GALAXY
1237648720140501190,0.071897,474,52000,43,GALAXY
1237650371025502284,0.080755,338,51694,593,GALAXY
1237650371025502280,0.080233,338,51694,596,GALAXY
1237650371562569846,0.082939,338,51694,613,GALAXY
1237649962458677437,0.032761,463,51908,557,GALAXY
1237649962995548406,0.165398,463,51908,560,GALAXY
1237649964069355669,0.16281,463,51908,565,GALAXY
1237649964069355616,0.135162,463,51908,566,GALAXY
1237649964069486690,0.134773,463,51908,567,GALAXY
1237649964069421062,0.065519,463,51908,568,GALAXY
1237649964069355650,0.066686,463,51908,569,GALAXY
1237649964069421165,0.134783,463,51908,570,GALAXY
1237649962458742931,0.119616,463,51908,585,GALAXY
1237649962995613936,0.119413,463,51908,586,GALAXY
1237649962995613956,0.131827,463,51908,587,GALAXY
1237649962995613971,0.12013,463,51908,590,GALAXY
1237649962995614034,0.136224,463,51908,592,GALAXY
1237649962458743009,0.118408,463,51908,593,GALAXY
1237649962995613802,0.12485,463,51908,595,GALAXY
1237649962995613938,0.119426,463,51908,599,GALAXY
1237649964069421229,0.066183,463,51908,604,GALAXY
1237649964069486705,0.113503,463,51908,605,GALAXY
1237650371025633530,0.084824,338,51694,625,GALAXY
1237649963532615725,0.066124,463,51908,610,GALAXY
1237649963532746906,0.069915,463,51908,613,GALAXY
1237649963532615886,0.065858,463,51908,615,GALAXY
1237650371562504391,0.040574,338,51694,629,GALAXY
1237650371025764479,0.115011,338,51694,632,GALAXY
1237650371025633499,0.084376,338,51694,635,GALAXY
1237649963532615910,0.069505,463,51908,616,GALAXY
1237649963532615951,0.065617,463,51908,617,GALAXY
1237649962458873994,0.123159,463,51908,636,GALAXY
1237649962459005028,0.113699,463,51908,640,GALAXY
1237649962459005031,0.036374,464,51908,241,GALAXY
1237649962458939469,0.03644,464,51908,248,GALAXY
1237649962458939556,0.178559,464,51908,250,GALAXY
1237649962458939613,0.113693,464,51908,252,GALAXY
1237650371025764502,0.083562,338,51694,636,GALAXY
1237648720677306437,0.148248,474,52000,61,GALAXY
1237648721214177595,0.117374,474,52000,68,GALAXY
1237648720677241015,0.070711,474,52000,114,GALAXY
1237650369415086216,0.104662,339,51692,211,GALAXY
1237650369415086202,0.103993,339,51692,220,GALAXY
1237649963532681373,0.131692,464,51908,323,GALAXY
1237650369415086213,0.085496,339,51692,221,GALAXY
1237650369952022696,0.082792,339,51692,239,GALAXY
1237650369415020676,0.084883,339,51692,251,GALAXY
1237650369415020656,0.086723,339,51692,253,GALAXY
1237650369414955167,0.07359,339,51692,258,GALAXY
1237650369951891579,0.084961,339,51692,264,GALAXY
1237648720677175486,0.136551,474,52000,146,GALAXY
1237648720677175483,0.137548,474,52000,154,GALAXY
1237648720676978801,0.137263,474,52000,170,GALAXY
1237648721213849821,0.145586,474,52000,174,GALAXY
1237648721750655167,0.073616,474,52000,483,GALAXY
1237648721750655220,0.025025,474,52000,484,GALAXY
1237648721750851740,0.103333,474,52000,502,GALAXY
1237648721750982918,0.074231,474,52000,541,GALAXY
1237648721750982895,0.074863,474,52000,542,GALAXY
1237648721214046530,0.104169,474,52000,543,GALAXY
1237648721750982905,0.070802,474,52000,553,GALAXY
1237648722287788315,0.078081,474,52000,564,GALAXY
1237648722287788189,0.076773,474,52000,575,GALAXY
1237648721751048419,0.056358,474,52000,581,GALAXY
1237648722287919330,0.074878,474,52000,617,GALAXY
1237648722287853814,0.025391,474,52000,618,GALAXY
1237648721214374120,0.129982,474,52000,627,GALAXY
1237648721751179487,0.057012,474,52000,629,GALAXY
1237648722287919339,0.172063,475,51965,216,GALAXY
1237648721750983007,0.149738,475,51965,257,GALAXY
1237648722839076941,0.133694,513,51989,55,GALAXY
1237648722838945870,0.111393,513,51989,90,GALAXY
1237648722839011416,0.134158,513,51989,92,GALAXY
1237648722848383014,0.068497,524,52027,207,GALAXY
1237648705665368410,0.123608,534,51997,15,GALAXY
1237648722320359717,0.159113,534,51997,50,GALAXY
1237648702980882735,0.133225,918,52404,380,GALAXY
1237645942905766132,0.124965,1242,52901,502,GALAXY
1237645942905831709,0.134502,1242,52901,507,GALAXY
1237645942905766142,0.172523,1242,52901,508,GALAXY
1237645943979573534,0.212922,1242,52901,522,GALAXY
1237649963532615926,0.16406,464,51908,326,GALAXY
1237649962995876118,0.165189,464,51908,328,GALAXY
1237649962995876164,0.164752,464,51908,330,GALAXY
1237648705137344812,0.14814,342,51691,462,GALAXY
1237645943979507810,0.162098,1242,52901,525,GALAXY
1237645943979508038,0.213925,1242,52901,526,GALAXY
1237645943979507998,0.16552,1242,52901,527,GALAXY
1237645943973609616,0.072549,410,51877,574,GALAXY
1237645943973609608,0.151493,410,51877,577,GALAXY
1237645943973609618,0.074451,410,51877,579,GALAXY
1237649918972657827,0.062722,427,51900,10,GALAXY
1237649918972657896,0.196828,427,51900,20,GALAXY
1237645943979507954,0.037123,1242,52901,533,GALAXY
1237645943979508109,0.038397,1242,52901,535,GALAXY
1237645943979508034,0.187223,1242,52901,539,GALAXY
1237645942905897107,0.082959,1242,52901,541,GALAXY
1237645942905897117,0.082322,1242,52901,542,GALAXY
1237645942905831669,0.167196,1242,52901,546,GALAXY
1237645942905897152,0.16543,1242,52901,555,GALAXY
1237645942905896989,0.16534,1242,52901,560,GALAXY
1237645943979638945,0.038291,1242,52901,578,GALAXY
1237645942905962758,0.169238,1242,52901,594,GALAXY
1237645942905962547,0.150691,1242,52901,599,GALAXY
1237645943979835611,0.199845,1242,52901,601,GALAXY
1237645943979835545,0.036941,1242,52901,602,GALAXY
1237645943979835612,0.198902,1242,52901,603,GALAXY
1237645943979770022,0.076246,1242,52901,610,GALAXY
1237645943979835605,0.224972,1242,52901,613,GALAXY
1237645943979704546,0.038018,1242,52901,614,GALAXY
1237645943979770136,0.037446,1242,52901,615,GALAXY
1237645942906028225,0.169832,1242,52901,636,GALAXY
1237645942906028178,0.17065,1242,52901,638,GALAXY
1237649920045809682,0.044145,427,51900,395,GALAXY
1237649962995744992,0.066162,464,51908,334,GALAXY
1237649963532681397,0.211046,464,51908,336,GALAXY
1237649962995810495,0.122027,464,51908,337,GALAXY
1237649962989584466,0.116035,457,51901,541,GALAXY
1237649962989650017,0.167096,457,51901,545,GALAXY
1237649962989518916,0.077749,457,51901,550,GALAXY
1237649961916039212,0.116402,458,51929,265,GALAXY
1237649961916170325,0.179699,458,51929,267,GALAXY
1237649962452975715,0.074964,458,51929,275,GALAXY
1237649962453106896,0.075979,458,51929,277,GALAXY
1237649961379233861,0.077504,458,51929,282,GALAXY
1237649961379299388,0.065087,458,51929,289,GALAXY
1237649961916104871,0.044015,458,51929,297,GALAXY
1237651065736986713,0.113989,772,52375,191,GALAXY
1237651065736986934,0.199035,772,52375,194,GALAXY
1237651065736855637,0.07399,772,52375,213,GALAXY
1237651539253788856,0.146278,498,51984,482,GALAXY
1237651539790790858,0.066648,498,51984,578,GALAXY
1237651752926052477,0.09705,503,51999,17,GALAXY
1237651752926117997,0.095384,503,51999,19,GALAXY
1237651735746511019,0.098066,503,51999,24,GALAXY
1237651735746445582,0.096557,503,51999,25,GALAXY
1237651735746511042,0.072645,503,51999,26,GALAXY
1237651735746511010,0.148815,503,51999,27,GALAXY
1237651735746576580,0.033996,503,51999,29,GALAXY
1237651735746576669,0.188154,503,51999,30,GALAXY
1237651753462988945,0.127326,503,51999,31,GALAXY
1237651735746511111,0.186551,503,51999,32,GALAXY
1237651753462923402,0.105395,503,51999,35,GALAXY
1237651736283316358,0.079756,503,51999,39,GALAXY
1237651735746380072,0.187262,503,51999,68,GALAXY
1237651753462857851,0.07039,503,51999,72,GALAXY
1237651753462857842,0.072,503,51999,77,GALAXY
1237651736283250820,0.072707,503,51999,78,GALAXY
1237651752389115957,0.021657,272,51941,365,GALAXY
1237653664725008536,0.126115,504,52316,175,GALAXY
1237653664188072107,0.149051,504,52316,176,GALAXY
1237653664725008627,0.148752,504,52316,177,GALAXY
1237653664188072085,0.147892,504,52316,179,GALAXY
1237651753463251119,0.094491,504,52316,181,GALAXY
1237653664188071974,0.076455,504,52316,182,GALAXY
1237653664724942950,0.063204,504,52316,183,GALAXY
1237651753463185515,0.055974,504,52316,186,GALAXY
1237651736283578523,0.165394,504,52316,187,GALAXY
1237651753463251135,0.093579,504,52316,189,GALAXY
1237651753463185530,0.107565,504,52316,190,GALAXY
1237651735746707737,0.08005,504,52316,191,GALAXY
1237653664724942970,0.173144,504,52316,198,GALAXY
1237653664724942995,0.064109,504,52316,199,GALAXY
1237654604239208799,0.060102,467,51901,329,GALAXY
1237651735220125802,0.138182,516,52017,216,GALAXY
1237651752399732960,0.07684,516,52017,217,GALAXY
1237651752936603662,0.077423,516,52017,223,GALAXY
1237651752936603806,0.07846,516,52017,228,GALAXY
1237651736293867530,0.132454,516,52017,232,GALAXY
1237651736293867588,0.126657,516,52017,235,GALAXY
1237651752936603730,0.077536,516,52017,240,GALAXY
1237651752399667366,0.175247,516,52017,242,GALAXY
1237651735219994817,0.078048,516,52017,243,GALAXY
1237651752936472786,0.078489,516,52017,245,GALAXY
1237651752399601847,0.203484,516,52017,249,GALAXY
1237654381438042323,0.157441,550,51959,1,GALAXY
1237651752399601851,0.131577,516,52017,254,GALAXY
1237651272969289898,0.098882,489,51930,229,GALAXY
1237651272969224325,0.116305,489,51930,231,GALAXY
1237651538707218625,0.199186,489,51930,232,GALAXY
1237651249899503777,0.073557,794,52376,638,GALAXY
1237651736830476379,0.100245,515,52051,635,GALAXY
1237651754547019890,0.044642,515,52051,637,GALAXY
1237651736830542214,0.132942,515,52051,638,GALAXY
1237648722826166434,0.088842,266,51630,334,GALAXY
1237650796756533434,0.097905,266,51630,341,GALAXY
1237648721752424676,0.090891,266,51630,342,GALAXY
1237650796219662481,0.062225,266,51630,349,GALAXY
1237650797293600892,0.163685,266,51630,363,GALAXY
1237650797293469823,0.083907,266,51630,369,GALAXY
1237650797293535374,0.05736,266,51630,370,GALAXY
1237648721752555640,0.045709,266,51630,383,GALAXY
1237648721752555713,0.152225,266,51630,386,GALAXY
1237648721752555627,0.090497,266,51630,393,GALAXY
1237648721752555616,0.15326,266,51630,397,GALAXY
1237648722289492224,0.164514,266,51630,421,GALAXY
1237650796756730081,0.122273,266,51630,428,GALAXY
1237650796756730101,0.062781,266,51630,429,GALAXY
1237648721752621257,0.02525,266,51630,430,GALAXY
1237650796756729879,0.079987,266,51630,433,GALAXY
1237648721752621294,0.021564,266,51630,435,GALAXY
1237650796756664534,0.120707,266,51630,437,GALAXY
1237648721752621240,0.024923,266,51630,438,GALAXY
1237650796219859103,0.123279,266,51630,439,GALAXY
1237650796219859143,0.125227,266,51630,440,GALAXY
1237648722289951035,0.085258,266,51630,542,GALAXY
1237648721753014482,0.09133,266,51630,546,GALAXY
1237648722826821732,0.085573,266,51630,565,GALAXY
1237650797293994219,0.161431,266,51630,567,GALAXY
1237650797293994224,0.086455,266,51630,568,GALAXY
1237650797293994195,0.086486,266,51630,569,GALAXY
1237648722289951028,0.261883,266,51630,572,GALAXY
1237650797293994234,0.161677,266,51630,573,GALAXY
1237648722289950942,0.069991,266,51630,578,GALAXY
1237648722290016409,0.06269,266,51630,581,GALAXY
1237648722290016415,0.061815,266,51630,587,GALAXY
1237648721753080143,0.204841,266,51630,593,GALAXY
1237648721753080096,0.062968,266,51630,595,GALAXY
1237648721753145376,0.080211,266,51630,598,GALAXY
1237648721753145550,0.069874,266,51630,599,GALAXY
1237650796757319821,0.062388,266,51630,600,GALAXY
1237648722290016425,0.1543,266,51630,601,GALAXY
1237648722826887364,0.163655,266,51630,602,GALAXY
1237650797294059733,0.12338,266,51630,603,GALAXY
1237648722826887283,0.162133,266,51630,606,GALAXY
1237648721753211085,0.064539,266,51630,622,GALAXY
1237648721753276550,0.109858,266,51630,624,GALAXY
1237650796757319831,0.086057,266,51630,626,GALAXY
1237648721753276576,0.092846,266,51630,632,GALAXY
1237650796220514478,0.080169,266,51630,633,GALAXY
1237648721753211064,0.069841,266,51630,634,GALAXY
1237650796220514483,0.084672,266,51630,637,GALAXY
1237648721753276559,0.019999,266,51630,640,GALAXY
1237648720142729437,0.082444,267,51608,247,GALAXY
1237648720142729442,0.091646,267,51608,252,GALAXY
1237648720142794854,0.092554,267,51608,257,GALAXY
1237650795683774621,0.125901,267,51608,268,GALAXY
1237650795683709186,0.063654,267,51608,279,GALAXY
1237650795683381521,0.056614,267,51608,301,GALAXY
1237648721216274666,0.242206,267,51608,303,GALAXY
1237648720679534863,0.125388,267,51608,304,GALAXY
1237649962991943782,0.15806,460,51924,392,GALAXY
1237649962992009301,0.171555,460,51924,395,GALAXY
1237649962991943778,0.157065,460,51924,399,GALAXY
1237649962992074809,0.198423,460,51924,422,GALAXY
1237649962992140429,0.158311,460,51924,424,GALAXY
1237649962992074924,0.192187,460,51924,433,GALAXY
1237649962456318148,0.143529,461,51910,168,GALAXY
1237649962992074907,0.191976,460,51924,439,GALAXY
1237649962992009309,0.085267,460,51924,440,GALAXY
1237649962992205998,0.034782,460,51924,475,GALAXY
1237649962993123465,0.144911,461,51910,427,GALAXY
1237649962993123455,0.042769,461,51910,429,GALAXY
1237649962993123449,0.144911,461,51910,431,GALAXY
1237649962993057940,0.157017,461,51910,434,GALAXY
1237649962456252777,0.143985,461,51910,438,GALAXY
1237649962993189176,0.155768,461,51910,463,GALAXY
1237649962993189157,0.042595,461,51910,464,GALAXY
1237649962993189153,0.15666,461,51910,479,GALAXY
1237649961920102569,0.150949,462,51909,293,GALAXY
1237649961383231636,0.038243,462,51909,295,GALAXY
1237649962456842429,0.146366,462,51909,301,GALAXY
1237649962456842438,0.012597,462,51909,305,GALAXY
1237649962456907964,0.010295,462,51909,309,GALAXY
1237649962456907919,0.118386,462,51909,311,GALAXY
1237649962456907913,0.147461,462,51909,316,GALAXY
1237649962456907948,0.07777,462,51909,317,GALAXY
1237649962993844391,0.113855,462,51909,351,GALAXY
1237649962994041077,0.064849,462,51909,381,GALAXY
1237649962994040905,0.034684,462,51909,386,GALAXY
1237649962993975487,0.0957,462,51909,392,GALAXY
1237649962993975498,0.091143,462,51909,393,GALAXY
1237649962993975514,0.033889,462,51909,394,GALAXY
1237649962993975492,0.151664,462,51909,399,GALAXY
1237649962993975369,0.022094,462,51909,400,GALAXY
1237649929705750755,0.064821,462,51909,405,GALAXY
1237649929705750604,0.043225,462,51909,409,GALAXY
1237649929705750736,0.043507,462,51909,412,GALAXY
1237649962994106535,0.048794,462,51909,429,GALAXY
1237649962994106470,0.034811,462,51909,431,GALAXY
1237649962994041118,0.29651,462,51909,433,GALAXY
1237649962994041074,0.033645,462,51909,438,GALAXY
1237649929705750605,0.035653,462,51909,441,GALAXY
1237649962994172212,0.091603,462,51909,463,GALAXY
1237649962994237459,0.049779,462,51909,473,GALAXY
1237649962994237683,0.022073,462,51909,478,GALAXY
1237649962994958536,0.228926,462,51909,625,GALAXY
1237649961384673406,0.114504,463,51908,92,GALAXY
1237649961384673409,0.093386,463,51908,97,GALAXY
1237649961384607884,0.131061,463,51908,121,GALAXY
1237649961384607878,0.16587,463,51908,139,GALAXY
1237649961384673444,0.086729,463,51908,140,GALAXY
1237649961921544293,0.13737,463,51908,175,GALAXY
1237649961921609746,0.136944,463,51908,176,GALAXY
1237648702984552729,0.08682,921,52380,602,GALAXY
1237648702984618223,0.098402,921,52380,611,GALAXY
1237648702984552772,0.118449,921,52380,615,GALAXY
1237650769367597179,0.012674,298,51955,30,GALAXY
1237650795683643629,0.036578,267,51608,305,GALAXY
1237650796220252314,0.055925,267,51608,307,GALAXY
1237648720151511219,0.110333,278,51900,85,GALAXY
1237648720151445778,0.046557,278,51900,121,GALAXY
1237648720151445731,0.111565,278,51900,122,GALAXY
1237648720151445521,0.028803,278,51900,130,GALAXY
1237648720151380175,0.110967,278,51900,136,GALAXY
1237648720151445865,0.257126,278,51900,138,GALAXY
1237648720688382165,0.201538,278,51900,161,GALAXY
1237648720688382139,0.064497,278,51900,163,GALAXY
1237648720688382177,0.202851,278,51900,165,GALAXY
1237648721225253039,0.13567,278,51900,167,GALAXY
1237648720688316635,0.112621,278,51900,182,GALAXY
1237648720688316571,0.1571,278,51900,190,GALAXY
1237648721225187568,0.071603,278,51900,192,GALAXY
1237648721225187537,0.071482,278,51900,194,GALAXY
1237648720688316481,0.065519,278,51900,198,GALAXY
1237648721225121921,0.067852,278,51900,223,GALAXY
1237648720688250926,0.185791,278,51900,230,GALAXY
1237648722298863716,0.087706,278,51900,429,GALAXY
1237648721761992862,0.126968,278,51900,430,GALAXY
1237648722835865772,0.159109,278,51900,447,GALAXY
1237648721761992772,0.024856,278,51900,462,GALAXY
1237648721761992902,0.0421,278,51900,463,GALAXY
1237648721761992918,0.097355,278,51900,465,GALAXY
1237648721761992910,0.121391,278,51900,470,GALAXY
1237648722298929300,0.038549,278,51900,473,GALAXY
1237648722298929292,0.215069,278,51900,474,GALAXY
1237648721762058372,0.122573,278,51900,484,GALAXY
1237648721762123893,0.122972,278,51900,494,GALAXY
1237648721226432614,0.17302,279,51984,34,GALAXY
1237648721226432641,0.101174,279,51984,35,GALAXY
1237648721226432648,0.024938,279,51984,37,GALAXY
1237648720152232137,0.075101,279,51984,81,GALAXY
1237648720152232129,0.130794,279,51984,89,GALAXY
1237648720689037478,0.025765,279,51984,162,GALAXY
1237648720689102987,0.108905,279,51984,163,GALAXY
1237648720689102997,0.108767,279,51984,169,GALAXY
1237648720688971983,0.108816,279,51984,172,GALAXY
1237648721225842874,0.100223,279,51984,173,GALAXY
1237648720688971817,0.088492,279,51984,183,GALAXY
1237648721225842792,0.080119,279,51984,191,GALAXY
1237648720688971878,0.027683,279,51984,193,GALAXY
1237648721225842722,0.077397,279,51984,196,GALAXY
1237648721225842847,0.128948,279,51984,200,GALAXY
1237648720152035469,0.069229,279,51984,201,GALAXY
1237648720152166496,0.131714,279,51984,215,GALAXY
1237648721762582724,0.078447,279,51984,381,GALAXY
1237648721762582732,0.098999,279,51984,400,GALAXY
1237648721762713754,0.143514,279,51984,421,GALAXY
1237648722299650195,0.078015,279,51984,455,GALAXY
1237648722836521197,0.045698,279,51984,458,GALAXY
1237648721763238177,0.072583,279,51984,595,GALAXY
1237648721763238186,0.071461,279,51984,596,GALAXY
1237648721763238090,0.210281,279,51984,597,GALAXY
1237648721763238115,0.073422,279,51984,598,GALAXY
1237648722300108982,0.073405,279,51984,610,GALAXY
1237648704597590211,0.129897,313,51673,357,GALAXY
1237648705134330144,0.091469,313,51673,345,GALAXY
1237648703524372677,0.12236,313,51673,99,GALAXY
1237648720716431639,0.061109,313,51673,98,GALAXY
1237648704588218553,0.071355,301,51942,436,GALAXY
1237648722854150417,0.103912,301,51942,402,GALAXY
1237648703514673375,0.070065,301,51942,189,GALAXY
1237648703514673372,0.160692,301,51942,186,GALAXY
1237648704579240121,0.07543,290,51941,399,GALAXY
1237648721771233408,0.091092,290,51941,398,GALAXY
1237648721771233591,0.031407,290,51941,396,GALAXY
1237648722308104406,0.137404,290,51941,388,GALAXY
1237648721771233423,0.069175,290,51941,386,GALAXY
1237648722308038832,0.106759,290,51941,361,GALAXY
1237648722844909705,0.079395,290,51941,328,GALAXY
1237648705652850784,0.171029,290,51941,327,GALAXY
1237648705652916411,0.094081,290,51941,323,GALAXY
1237648705652916386,0.17116,290,51941,321,GALAXY
1237648704042369165,0.078994,290,51941,264,GALAXY
1237648703505432722,0.163072,290,51941,262,GALAXY
1237648720160555180,0.136502,290,51941,242,GALAXY
1237648721763434745,0.102302,281,51614,341,GALAXY
1237648720152756418,0.040133,280,51612,204,GALAXY
1237648721226563852,0.094863,280,51612,199,GALAXY
1237648721763369146,0.103974,280,51612,197,GALAXY
1237648721226563835,0.176962,280,51612,194,GALAXY
1237648720152887339,0.024447,280,51612,88,GALAXY
1237648721226170443,0.109307,279,51984,512,GALAXY
1237650372096753809,0.13524,335,52000,536,GALAXY
1237650372096753813,0.15653,335,52000,533,GALAXY
1237650372096753789,0.109604,335,52000,530,GALAXY
1237650761858089164,0.086827,335,52000,512,GALAXY
1237650371023208537,0.088854,335,52000,511,GALAXY
1237650761858089158,0.086672,335,52000,510,GALAXY
1237650371560144900,0.152867,335,52000,507,GALAXY
1237650371560145036,0.134338,335,52000,506,GALAXY
1237648704060588280,0.115644,312,51689,68,GALAXY
1237648720715776332,0.115466,312,51689,67,GALAXY
1237648720715710668,0.116962,312,51689,62,GALAXY
1237648704060719359,0.120644,312,51689,34,GALAXY
1237648720178839918,0.06883,312,51689,15,GALAXY
1237648703506284710,0.167589,291,51928,256,GALAXY
1237648720715841789,0.114965,313,51673,320,GALAXY
1237648721252581595,0.120636,313,51673,314,GALAXY
1237648720715776317,0.114608,313,51673,311,GALAXY
1237648720715776333,0.11398,313,51673,306,GALAXY
1237648703523782963,0.114683,313,51673,293,GALAXY
1237648703523848489,0.130877,313,51673,291,GALAXY
1237648703523848562,0.111413,313,51673,290,GALAXY
1237648703523782906,0.115184,313,51673,284,GALAXY
1237651250942116164,0.126371,435,51882,212,GALAXY
1237651250942312783,0.028212,435,51882,208,GALAXY
1237651250942247301,0.097601,435,51882,206,GALAXY
1237651250942312751,0.096676,435,51882,203,GALAXY
1237651251479314743,0.133242,435,51882,197,GALAXY
1237651250953519321,0.139584,452,51911,541,GALAXY
1237651250953388194,0.091916,452,51911,545,GALAXY
1237651190825484390,0.15859,452,51911,555,GALAXY
1237651251479314521,0.131512,435,51882,195,GALAXY
1237651191351410882,0.097127,435,51882,194,GALAXY
1237651251479380343,0.040386,435,51882,190,GALAXY
1237651191351410870,0.096049,435,51882,186,GALAXY
1237651251479380373,0.160389,435,51882,181,GALAXY
1237651250942443711,0.09657,435,51882,179,GALAXY
1237651191351476440,0.161434,435,51882,169,GALAXY
1237651191351411040,0.097874,435,51882,168,GALAXY
1237651191351411090,0.096402,435,51882,167,GALAXY
1237651191351410967,0.09727,435,51882,163,GALAXY
1237651190814736493,0.091471,435,51882,151,GALAXY
1237651190814736527,0.068774,435,51882,143,GALAXY
1237651190814867864,0.04031,435,51882,116,GALAXY
1237651250406031553,0.121491,435,51882,78,GALAXY
1237651250405965941,0.094831,435,51882,75,GALAXY
1237651192426332513,0.044917,434,51885,631,GALAXY
1237651192426070366,0.210327,434,51885,76,GALAXY
1237651192425742638,0.131937,434,51885,56,GALAXY
1237651191889395887,0.132283,434,51885,40,GALAXY
1237651191889264706,0.07383,434,51885,30,GALAXY
1237651191889264966,0.085106,434,51885,23,GALAXY
1237651250405114192,0.118986,433,51873,590,GALAXY
1237651190814081329,0.084476,433,51873,579,GALAXY
1237651250942116321,0.033412,433,51873,576,GALAXY
1237651250942115925,0.033759,433,51873,563,GALAXY
1237651250405048762,0.209256,433,51873,543,GALAXY
1237650762394828949,0.111849,336,51999,348,GALAXY
1237650761857958033,0.106715,336,51999,313,GALAXY
1237650761857958038,0.022987,336,51999,311,GALAXY
1237650761857958063,0.084848,336,51999,310,GALAXY
1237650761321087133,0.063511,336,51999,302,GALAXY
1237650761858023689,0.164103,336,51999,301,GALAXY
1237651191352656151,0.043945,437,51876,198,GALAXY
1237651191352656348,0.032142,437,51876,199,GALAXY
1237651191352394094,0.136323,437,51876,201,GALAXY
1237651250943426823,0.134136,437,51876,202,GALAXY
1237651250943492436,0.133221,437,51876,207,GALAXY
1237651250943557944,0.135641,437,51876,215,GALAXY
1237651250943492475,0.133167,437,51876,218,GALAXY
1237651191889461605,0.074792,437,51876,227,GALAXY
1237650371560013940,0.014196,335,52000,505,GALAXY
1237650762931765320,0.111545,335,52000,504,GALAXY
1237650762931765421,0.110727,335,52000,501,GALAXY
1237650371023011982,0.135241,335,52000,496,GALAXY
1237650761858023673,0.238366,335,52000,492,GALAXY
1237650762394763312,0.166508,335,52000,483,GALAXY
1237650762931634322,0.101829,335,52000,482,GALAXY
1237650762931634326,0.11095,335,52000,481,GALAXY
1237650371559817390,0.135499,335,52000,472,GALAXY
1237650795145527456,0.186115,476,52314,85,GALAXY
1237650762394697845,0.111307,335,52000,467,GALAXY
1237650371559817361,0.023053,335,52000,462,GALAXY
1237650371559817352,0.165901,335,52000,461,GALAXY
1237650762931568852,0.080479,335,52000,460,GALAXY
1237650372096753786,0.112241,335,52000,459,GALAXY
1237648721215357193,0.152738,476,52314,120,GALAXY
1237651504344006850,0.111879,298,51955,36,GALAXY
1237651504880549990,0.061588,298,51955,560,GALAXY
1237651504880681126,0.087183,298,51955,599,GALAXY
1237651504880812204,0.128926,298,51955,633,GALAXY
1237651503807070444,0.235997,299,51671,239,GALAXY
1237651503806939332,0.142779,299,51671,307,GALAXY
1237651503806808267,0.060437,299,51671,309,GALAXY
1237651504880681136,0.073555,299,51671,356,GALAXY
1237651504344203418,0.235709,299,51671,435,GALAXY
1237651735238934711,0.098315,309,51994,361,GALAXY
1237651752955478094,0.14121,309,51994,402,GALAXY
1237650370484437168,0.062268,333,52313,39,GALAXY
1237650760782381157,0.188375,333,52313,45,GALAXY
1237650762929930391,0.187351,333,52313,618,GALAXY
1237650762929930367,0.139735,333,52313,619,GALAXY
1237650762393125129,0.113804,333,52313,623,GALAXY
1237650371021439092,0.085297,333,52313,624,GALAXY
1237650761319317648,0.113271,334,51993,301,GALAXY
1237650369947697308,0.093853,334,51993,305,GALAXY
1237650761319383126,0.067643,334,51993,319,GALAXY
1237650371558310051,0.121498,334,51993,326,GALAXY
1237650762930061526,0.025033,334,51993,334,GALAXY
1237650370484568173,0.198711,334,51993,346,GALAXY
1237650371021439099,0.071504,334,51993,360,GALAXY
1237651224633344317,0.159627,349,51699,241,GALAXY
1237651225708134800,0.336012,351,51695,42,GALAXY
1237651212823101635,0.202745,351,51695,43,GALAXY
1237651225708265696,0.14326,351,51695,44,GALAXY
1237651225708134473,0.067283,351,51695,46,GALAXY
1237651225708003392,0.107313,351,51695,47,GALAXY
1237651225708003689,0.106312,351,51695,52,GALAXY
1237651212286427417,0.186697,351,51695,54,GALAXY
1237651225708068893,0.181094,351,51695,56,GALAXY
1237651225708069120,0.179415,351,51695,57,GALAXY
1237651212286296475,0.068767,351,51695,81,GALAXY
1237651225708069178,0.184673,351,51695,99,GALAXY
1237651212286165305,0.0679,351,51695,100,GALAXY
1237650371021504622,0.076477,334,51993,343,GALAXY
1237650371558310069,0.186616,334,51993,336,GALAXY
1237650370484437152,0.06281,334,51993,315,GALAXY
1237650369947697282,0.093183,334,51993,311,GALAXY
1237650760782446730,0.176023,334,51993,284,GALAXY
1237649962460446899,0.07626,1636,54481,151,GALAXY
1237645943979180260,0.179917,1242,52901,375,GALAXY
1237645943979114736,0.178013,1242,52901,374,GALAXY
1237645943979180283,0.184636,1242,52901,373,GALAXY
1237645943979245792,0.235016,1242,52901,372,GALAXY
1237645943979245589,0.039798,1242,52901,364,GALAXY
1237645943979114695,0.070415,1242,52901,335,GALAXY
1237645943979049179,0.18684,1242,52901,334,GALAXY
1237645943979114622,0.039371,1242,52901,333,GALAXY
1237645943979114582,0.039847,1242,52901,331,GALAXY
1237645943979049037,0.181288,1242,52901,324,GALAXY
1237648702975639736,0.080048,912,52427,410,GALAXY
1237648705668645158,0.079597,538,52029,59,GALAXY
